Sheet,Action,Details
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='RGPPL' org_id=3 suborg_id=28 label='Control Room' phones=['02359-241120', '8007060703'] emails=['sce.rgppl@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Raigarh Energy Generation Limited' org_id=16 suborg_id=150 label='Switchyard Control Room' phones=['6232005449'] emails=['Reglshift.Operation@adani.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Rajghat' org_id=3 suborg_id=15 label='Control Room' phones=['7974769515'] emails=['serhps@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='ReNew Power Limited' org_id=14 suborg_id=61 label='Control Room' phones=['8849756108'] emails=['GJ_RPC3@renewpower.in bhuvad.substation@renew.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='ReNew Wind Energy (AP2) Private Limited' org_id=14 suborg_id=63 label='Control Room' phones=['8849756108'] emails=['GJ_RPC3@renewpower.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='SASAN Power Limited' org_id=16 suborg_id=154 label='SIC Control Room' phones=['8770890431'] emails=['sasan.sic@relianceada.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='SASAN Power Limited' org_id=16 suborg_id=154 label='Switchyard Control Room' phones=['7583896091'] emails=['Sasan.switchyard@relianceada.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,Manual review required,"station='SSNNL' label='Control Room' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='SSP' label='SCE, RBPH CONTROL ROOM' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='SSP' label='SCE, CHPH, CONTROL ROOM' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='SSP' label='EMC, Control Room, Indore' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Solapur Solar PV Project' org_id=14 suborg_id=78 label='CCR-Control Room' phones=['0217- 2252611;021 7-2461303', '9607905386'] emails=['sceccrsolapur@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Sterlite Power Transmission Limited' org_id=17 suborg_id=167 label='Sterlite Operation Control Room' phones=['VOIP- 20112552', '0124 4562083', '9870231888 & 8109617520'] emails=['grid.operation@sterlitepower.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Sugen' org_id=3 suborg_id=21 label='Control Room Office' phones=['02621-661664/Fax No. 02621 - 661654'] emails=['sugenoperations@torrentpower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,Manual review required,"station='Synopsis of Important Telephone Numbers' label='Control Room' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='Synopsis of Important Telephone Numbers' label='SLDC-Control room' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='Synopsis of Important Telephone Numbers' label='Control Room' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='Synopsis of Important Telephone Numbers' label='Control room' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,Manual review required,"station='Synopsis of Important Telephone Numbers' label='Control Room' -- Word lists a control room here, but this station name has no exact match in sub_organizations or organizations -- left unchanged"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='TP Saurya Limited Unit-1' org_id=14 suborg_id=93 label='Forecasting & Scheduling Control Room' phones=['(022)67171159 (022)67171180', '8657896781'] emails=['tprel.fns@tatapower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='TP Saurya Limited Unit-1' org_id=14 suborg_id=93 label='RUMSL Unit-1 Site Control Room' phones=['8655972335'] emails=['tpsauryaltdbardawada@tatapower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='TP Saurya Limited Unit-2' org_id=14 suborg_id=94 label='Forecasting & Scheduling Control Room' phones=['(022)67171159 (022)67171180', '8657896781'] emails=['tprel.fns@tatapower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='TP Saurya Limited Unit-2' org_id=14 suborg_id=94 label='RUMSL Unit-2 Site Control Room' phones=['8655972334'] emails=['tpsauryaltdkawai@tatapower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='TRN Energy Private Limited' org_id=16 suborg_id=156 label='Switchyard Control Room' phones=['6265223817'] emails=['400kvswitchyard@trnenergy.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='TRN Energy Private Limited' org_id=16 suborg_id=156 label='SCE, Central Control Room' phones=['7470444273'] emails=['shiftincharge@trnenergy.com shiftcharge.trnenergy@gmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='The Tata Power Co Limited Mundra (MTPS)' org_id=16 suborg_id=136 label='CGPL Central Control Room' phones=['02838-661188', '9099006477, 02838-678043'] emails=['cgplshiftincharge@tatapower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='Tons' org_id=3 suborg_id=13 label='Control Room' phones=['7879695423'] emails=['seonmtonssirmour@yahoo.co.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Trombay' org_id=3 suborg_id=27 label='Control Room' phones=['022-66687091 / 25543331 / 67175377', 'Fax - 022-67175385'] emails=['pscc@tatapower.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)",station='UKAI' org_id=3 suborg_id=16 label='Ukai Thermal Control room' phones=['9925235934'] emails=['400kvukai.gsecl@gebmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='UKAI' org_id=3 suborg_id=16 label='Hydro Control Room' phones=['02624-233510', '9712921574'] emails=['ukaihps.gsecl@gebmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='UKAI' org_id=3 suborg_id=16 label='Mini Hydro Control Room' phones=['02624-233510', '9712921698'] emails=['ukaihps.gsecl@gebmail.com'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,"Added control room row (Word-verified, was missing entirely)","station='Uran' org_id=3 suborg_id=30 label='Control Room' phones=['8879620047/ 48/ 49 & 022-27222235', '09930144837'] emails=['eeticgtpsuran@mahagenco.in'] -- Word lists this control room but no row for this station existed in the control_rooms sheet at all"
control_rooms,Repaired shifted row (Word-verified relocation),"id=153 old_label='50 MW Control Room' old_address='None' old_state='None' -- relocated via its own content to station 'ACB (India) Limited', org_id=16 suborg_id=129 -- rewrote to label='50 MW Control Room' phones=[] emails=['scplswitchyard.2x50@acbindia.com scploperation.2x50@acbindia.com']"
switchyards,Repaired shifted row (Word-verified relocation),"id=10 old_label='09302187737 / Orange no: 20221416' old_address='Chhattisgarh' old_state='400/132 KV Switch yard Control Room' -- relocated via its own content to station 'ACB (India) Limited', org_id=16 suborg_id=129 -- rewrote to label='400/132 KV Switch yard Control Room' phones=['09302187737 / Orange no: 20221416'] emails=['switchyard.270@acbindia.com']"
